ledger_id,year,record_type,primary_theme,professional_relevance,accounting_status,public_detail_status
recovered-0348,2015,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0349,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0350,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0351,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0352,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0353,2015,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0354,2015,video,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0355,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0356,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0357,2015,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0358,2015,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0359,2015,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0360,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0361,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0362,2015,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0363,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0364,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0365,2015,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0366,2015,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0367,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0368,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0369,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0370,2015,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0371,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0372,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0373,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0374,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0375,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0376,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0377,2015,external-link,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0378,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0379,2015,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0380,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0381,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0382,2015,text,culture-art-and-performance,project-specific,recovered,aggregate-only
recovered-0383,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0384,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0385,2015,photo-album,community-and-hospitality,practice-related,recovered,aggregate-only
recovered-0386,2015,text,culture-art-and-performance,project-specific,recovered,aggregate-only
recovered-0387,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0388,2015,shared-story,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0389,2015,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0390,2015,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0391,2015,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0392,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0393,2015,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0394,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0395,2015,text,culture-art-and-performance,project-specific,recovered,aggregate-only
recovered-0396,2015,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0397,2015,text,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0398,2015,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0399,2014,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0400,2014,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0401,2014,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0402,2014,external-link,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0403,2014,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0404,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0405,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0406,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0407,2014,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0408,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0409,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0410,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0411,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0412,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0413,2014,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0414,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0415,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0416,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0417,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0418,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0419,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0420,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0421,2014,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0422,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0423,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0424,2014,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0425,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0426,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0427,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0428,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0429,2014,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0430,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0431,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0432,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0433,2014,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0434,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0435,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0436,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0437,2014,photo,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0438,2014,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0439,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0440,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0441,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0442,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0443,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0444,2014,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0445,2014,text,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0446,2014,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0447,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0448,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0449,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0450,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0451,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0452,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0453,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0454,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0455,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0456,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0457,2014,event,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0458,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0459,2014,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0460,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0461,2014,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0462,2014,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0463,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0464,2014,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0465,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0466,2014,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0467,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0468,2014,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0469,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0470,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0471,2014,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0472,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0473,2014,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0474,2014,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0475,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0476,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0477,2014,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0478,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0479,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0480,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0481,2014,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0482,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0483,2014,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0484,2014,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0485,2014,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0486,2014,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0487,2014,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0488,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0489,2014,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0490,2014,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0491,2014,photo-album,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0492,2014,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0493,2014,event,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0494,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0495,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0496,2014,photo-album,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0497,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0498,2014,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0499,2014,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0500,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0501,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0502,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0503,2014,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0504,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0505,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0506,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0507,2014,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0508,2013,text,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0509,2013,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0510,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0511,2013,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0512,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0513,2013,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0514,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0515,2013,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0516,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0517,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0518,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0519,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0520,2013,photo-album,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0521,2013,photo,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0522,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0523,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0524,2013,text,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0525,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0526,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0527,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0528,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0529,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0530,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0531,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0532,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0533,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0534,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0535,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0536,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0537,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0538,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0539,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0540,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0541,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0542,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0543,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0544,2013,photo-album,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0545,2013,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0546,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0547,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0548,2013,photo-album,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0549,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0550,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0551,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0552,2013,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0553,2013,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0554,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0555,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0556,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0557,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0558,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0559,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0560,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0561,2013,photo-album,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0562,2013,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0563,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0564,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0565,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0566,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0567,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0568,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0569,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0570,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0571,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0572,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0573,2013,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0574,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0575,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0576,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0577,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0578,2013,photo-album,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0579,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0580,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0581,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0582,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0583,2013,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0584,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0585,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0586,2013,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0587,2013,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0588,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0589,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0590,2013,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0591,2013,photo-album,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0592,2013,photo,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0593,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0594,2013,text,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0595,2013,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0596,2013,external-link,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0597,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0598,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0599,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0600,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0601,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0602,2013,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0603,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0604,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0605,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0606,2013,photo-album,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0607,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0608,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0609,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0610,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0611,2013,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0612,2013,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0613,2013,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0614,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0615,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0616,2013,photo,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0617,2013,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0618,2013,photo-album,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0619,2013,photo,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0620,2013,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0621,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0622,2013,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0623,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0624,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0625,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0626,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0627,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0628,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0629,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0630,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0631,2013,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0632,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0633,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0634,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0635,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0636,2013,photo-album,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0637,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0638,2013,photo,community-and-hospitality,practice-related,recovered,aggregate-only
recovered-0639,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0640,2013,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0641,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0642,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0643,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0644,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0645,2013,text,technical-and-digital-practice,practice-related,recovered,aggregate-only
recovered-0646,2013,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0647,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0648,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0649,2013,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0650,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0651,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0652,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0653,2013,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0654,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0655,2013,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0656,2013,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0657,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0658,2013,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0659,2013,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0660,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0661,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0662,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0663,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0664,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0665,2013,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0666,2013,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0667,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0668,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0669,2013,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0670,2013,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0671,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0672,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0673,2013,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0674,2013,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0675,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0676,2013,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0677,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0678,2013,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0679,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0680,2013,shared-story,technical-and-digital-practice,practice-related,recovered,aggregate-only
recovered-0681,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0682,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0683,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0684,2013,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0685,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0686,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0687,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0688,2013,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0689,2013,photo-album,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0690,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0691,2013,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0692,2012,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0693,2012,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0694,2012,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0695,2012,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0696,2012,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0697,2012,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0698,2012,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0699,2012,text,everyday-life-and-observation,contextual,recovered,aggregate-only
